username,message,timestamp,channel,stream_category
lala_notz,rubbTuerk rubbTuerk rubbTuerk rubbTuerk rubbTuerk,2026-05-25T14:27:12.154510,rubius,gaming
laxuut28,POPI,2026-05-25T14:27:13.018936,rubius,gaming
boomk4y_miaw,widetime,2026-05-25T14:27:14.179651,rubius,gaming
dulcevannez,rubbTuerk,2026-05-25T14:27:14.378752,rubius,gaming
javilythmelashako,POPI,2026-05-25T14:27:15.371830,rubius,gaming
supersaiyan000000000,Rapea,2026-05-25T14:27:15.614958,rubius,gaming
merussmeru,rubbHeCrazy rubbPls rubbHeCrazy rubbPls rubbHeCrazy rubbPls rubbHeCrazy rubbPls,2026-05-25T14:27:15.813894,rubius,gaming
hernandezmario_,DinDanDiDin! POPI,2026-05-25T14:27:16.309508,rubius,gaming
brayan_kazami,rubbTuerk rubbTuerk rubbTuerk,2026-05-25T14:27:16.806072,rubius,gaming
trymindx,BROTHER WideRaveTime,2026-05-25T14:27:17.003424,rubius,gaming
elbichosiuu__bs,POPI,2026-05-25T14:27:17.231948,rubius,gaming
ruben_zelot12,rubbTuerk rubbTuerk rubbTuerk rubbTuerk rubbTuerk,2026-05-25T14:27:17.605449,rubius,gaming
ivaeda,@nicole__sandeoki rubbH rubbH rubbH LesbianPride,2026-05-25T14:27:18.165381,rubius,gaming
sebad981,BROTHER WideRaveTimeBROTHER WideRaveTime,2026-05-25T14:27:18.850424,rubius,gaming
alewizq,POPI,2026-05-25T14:27:19.118812,rubius,gaming
nicole__sandeoki,widetime2,2026-05-25T14:27:19.318682,rubius,gaming
forerooo2,BROTHER WideRaveTime BROTHER WideRaveTime,2026-05-25T14:27:19.548444,rubius,gaming
tiagoelcrack77,nightcore chill jsjs,2026-05-25T14:27:19.812861,rubius,gaming
miyas__,WAITING,2026-05-25T14:27:21.452950,rubius,gaming
josira_g,dans,2026-05-25T14:27:22.263409,rubius,gaming
boomk4y_miaw,POPI WideRaveTime ͏,2026-05-25T14:27:22.472806,rubius,gaming
maik_in_time,Y NO HAY MOTOS?????,2026-05-25T14:27:22.675116,rubius,gaming
piltrafastafa,rubbDrive rubbDrive rubbDrive,2026-05-25T14:27:23.092780,rubius,gaming
rubensptt9,POPI WideRaveTime,2026-05-25T14:27:23.715714,rubius,gaming
itsfercha,rubbCheer,2026-05-25T14:27:23.918845,rubius,gaming
manuelctz_gd,rubbTuerk rubbTuerk,2026-05-25T14:27:24.766535,rubius,gaming
nicole__sandeoki,@ivaeda Kissu,2026-05-25T14:27:25.950620,rubius,gaming
elbichosiuu__bs,HOLD,2026-05-25T14:27:27.740164,rubius,gaming
andrea_tomatito,WAITING,2026-05-25T14:27:28.287114,rubius,gaming
royalpancakeee,rubbJAM,2026-05-25T14:27:28.485670,rubius,gaming
imoxmar_,"Hola miamol, jugarás algo más el día de hoy? Chadge",2026-05-25T14:27:28.889596,rubius,gaming
dulcevannez,no se,2026-05-25T14:27:29.499785,rubius,gaming
drixtsyx,POPI WideRaveTime,2026-05-25T14:27:29.711036,rubius,gaming
merussmeru,rubbHeCrazy rubbPls rubbPls,2026-05-25T14:27:29.913852,rubius,gaming
razor_jk,@ikeerVaporeon44 si se puede pero a mano,2026-05-25T14:27:30.784659,rubius,gaming
xema_gutierrez,@ivaeda rubbSoCute rubbSoCute rubbSoCute rubbSoCute,2026-05-25T14:27:31.130776,rubius,gaming
josira_g,dans dans dans dans dans dans dans dans,2026-05-25T14:27:31.696262,rubius,gaming
jraphaelgs,WAITING RAVE,2026-05-25T14:27:32.614716,rubius,gaming
fercho18_pm,yonose,2026-05-25T14:27:33.066289,rubius,gaming
trymindx,el HDD: -_-,2026-05-25T14:27:33.373081,rubius,gaming
j0s3_0_o,WAITING,2026-05-25T14:27:33.676895,rubius,gaming
dalthv_,rubbJAM rubbJAM,2026-05-25T14:27:33.885861,rubius,gaming
inder_lag,estan entrando todos,2026-05-25T14:27:34.602188,rubius,gaming
cabri29,peto,2026-05-25T14:27:34.803650,rubius,gaming
raymundogamer123,HOLD RAVE EDM,2026-05-25T14:27:35.011362,rubius,gaming
boomk4y_miaw,POPI WideRaveTime ͏BROTHER WideRaveTimeBROTHER WideRaveTime BROTHER BROTHER WideRaveTimeBROTHER WideRaveTime,2026-05-25T14:27:35.321493,rubius,gaming
hernandezmario_,PC sucia aun xdd,2026-05-25T14:27:35.674284,rubius,gaming
andrea_tomatito,WAITING bueeeeeeno,2026-05-25T14:27:35.870963,rubius,gaming
lala_notz,nose,2026-05-25T14:27:36.067068,rubius,gaming
romica33,a veces tarda,2026-05-25T14:27:36.471989,rubius,gaming
chicalba,HOLA,2026-05-25T14:27:38.188990,rubius,gaming
yvaxx1,POPI,2026-05-25T14:27:38.388859,rubius,gaming
miyas__,YaAllaH ANELE 🙏,2026-05-25T14:27:39.080448,rubius,gaming
joanna_uribe,rubbDrive rubbDrive rubbDrive rubbDrive rubbDrive,2026-05-25T14:27:39.622544,rubius,gaming
deeathbaat,rubbTuerk rubbTuerk rubbTuerk rubbTuerk rubbTuerk,2026-05-25T14:27:39.825945,rubius,gaming
hernandezmario_,JU,2026-05-25T14:27:40.653316,rubius,gaming
dulcevannez,como,2026-05-25T14:27:40.853706,rubius,gaming
midsinquirk,PauseChamp,2026-05-25T14:27:41.310950,rubius,gaming
ivaeda,@xema_gutierrez rubbOla rubbTuerk rubbHug,2026-05-25T14:27:41.567656,rubius,gaming
chicalba,rubbFuma,2026-05-25T14:27:42.655043,rubius,gaming
supersaiyan000000000,SA bugeao,2026-05-25T14:27:42.980838,rubius,gaming
boomk4y_miaw,XD,2026-05-25T14:27:43.912630,rubius,gaming
rubensptt9,mhm,2026-05-25T14:27:44.107311,rubius,gaming
grossiman22,Se tarda dale calma,2026-05-25T14:27:46.133533,rubius,gaming
a1exander_3577,4Evil,2026-05-25T14:27:46.528684,rubius,gaming
trymindx,XD,2026-05-25T14:27:46.724686,rubius,gaming
andrea_tomatito,LOL,2026-05-25T14:27:47.594646,rubius,gaming
dulcevannez,tremendo auto y tú con Korea,2026-05-25T14:27:51.107087,rubius,gaming
razor_jk,LO,2026-05-25T14:27:51.774368,rubius,gaming
nicole__sandeoki,rubbDrive rubbHug rubbHug rubbHug rubbHug,2026-05-25T14:27:52.745233,rubius,gaming
tenajote,LOL,2026-05-25T14:27:53.253856,rubius,gaming
cybervirusmad97,rubbMunhc,2026-05-25T14:27:54.310484,rubius,gaming
royalpancakeee,Toyota,2026-05-25T14:27:54.510302,rubius,gaming
piltrafastafa,rubbW rubbW rubbW,2026-05-25T14:27:55.399964,rubius,gaming
elbichosiuu__bs,LOL,2026-05-25T14:27:55.998843,rubius,gaming
merussmeru,El juego de autos y motos es el the crew,2026-05-25T14:27:56.288731,rubius,gaming
trufadv,clasista,2026-05-25T14:27:56.493409,rubius,gaming
flpmme,Alguien tiene PC de gobierno,2026-05-25T14:27:56.493409,rubius,gaming
trymindx,polla,2026-05-25T14:27:57.958777,rubius,gaming
andrea_tomatito,el pc: rubiusFckingExplodesandFlips rubiusFckingExplodesandFlips,2026-05-25T14:28:00.081604,rubius,gaming
gabokai679,Clasista,2026-05-25T14:28:00.625514,rubius,gaming
ivaeda,rubbDrive rubbDrive rubbDrive,2026-05-25T14:28:00.894024,rubius,gaming
mrprime456,Racistada,2026-05-25T14:28:01.963190,rubius,gaming
cybervirusmad97,rubbMunch,2026-05-25T14:28:02.492719,rubius,gaming
midsinquirk,Tu carro en la real life PogO,2026-05-25T14:28:04.088534,rubius,gaming
gabokai679,Clasistada,2026-05-25T14:28:04.346513,rubius,gaming
hernandezmario_,Habla el de la pc de Temu xdd,2026-05-25T14:28:04.708161,rubius,gaming
bearplay23,rubbDrive rubbDrive rubbDrive rubbDrive rubbDrive,2026-05-25T14:28:05.210611,rubius,gaming
nicole__sandeoki,mhm,2026-05-25T14:28:06.841610,rubius,gaming
rubensptt9,es la POLLA,2026-05-25T14:28:07.263414,rubius,gaming
leonsus,taco MuchoGato,2026-05-25T14:28:07.787246,rubius,gaming
daniicute,La tacoma es goty,2026-05-25T14:28:08.064245,rubius,gaming
jraphaelgs,#ad de toyota,2026-05-25T14:28:08.690960,rubius,gaming
gabokai679,Clasista,2026-05-25T14:28:08.915064,rubius,gaming
maxxedwolf,@ddnone_ como se hace para unir 2 emotes en uno??,2026-05-25T14:28:09.113584,rubius,gaming
dulcevannez,Toyota es otro nivel,2026-05-25T14:28:09.760834,rubius,gaming
kaleb_rbs,Regalamelo,2026-05-25T14:28:12.181366,rubius,gaming
manolito2435,es hermosa WOAH @Rubius,2026-05-25T14:28:12.807746,rubius,gaming
ikeervaporeon44,Yo prefiero el del líder supremo,2026-05-25T14:28:13.302763,rubius,gaming
okkotsu_san_,pense que era un tundra,2026-05-25T14:28:14.267586,rubius,gaming
cabri29,a mi no me metio a la carrera F,2026-05-25T14:28:20.578759,rubius,gaming
andrea_tomatito,settings,2026-05-25T14:28:20.776484,rubius,gaming
trymindx,waos coche de hololive,2026-05-25T14:28:21.346537,rubius,gaming
manolito2435,es hermosa WOAH @Rubius ͏,2026-05-25T14:28:21.710335,rubius,gaming
alexentwuich,alli en latam es muy popular,2026-05-25T14:28:22.887497,rubius,gaming
razor_jk,@mrprime456 XD clasistada*,2026-05-25T14:28:23.112471,rubius,gaming
lisandro20909,Ssassss,2026-05-25T14:28:23.318688,rubius,gaming
ddnone_,"@maxxedwolf, un emote normal y uno que sea overlay bart wave",2026-05-25T14:28:24.305970,rubius,gaming
andrea_tomatito,puede ser mhm,2026-05-25T14:28:26.874600,rubius,gaming
ricardosc24,holis,2026-05-25T14:28:27.079866,rubius,gaming
miyas__,YaAllaH  ANELE 🙏,2026-05-25T14:28:27.601499,rubius,gaming
supersaiyan000000000,Se bugeo,2026-05-25T14:28:29.482433,rubius,gaming
peaese_,tutoyota ta yoto,2026-05-25T14:28:32.848748,rubius,gaming
ipatxi,rubbFuma rubbFuma rubbFuma,2026-05-25T14:28:33.255959,rubius,gaming
maxxedwolf,@ddnone_ graciaaas,2026-05-25T14:28:34.888855,rubius,gaming
marcod23_,kek vp,2026-05-25T14:28:35.082890,rubius,gaming
elbichosiuu__bs,HonkShoe,2026-05-25T14:28:35.778744,rubius,gaming
grossiman22,Sisi es por eso,2026-05-25T14:28:35.971579,rubius,gaming
sheispelodepollo,yalaaaa,2026-05-25T14:28:36.170839,rubius,gaming
rioterblack,@andrea_tomatito owo wave,2026-05-25T14:28:37.130876,rubius,gaming
rubensptt9,XD,2026-05-25T14:28:38.289135,rubius,gaming
andrea_tomatito,LOL,2026-05-25T14:28:38.884652,rubius,gaming
sheispelodepollo,yala,2026-05-25T14:28:39.086280,rubius,gaming
trymindx,GoslingDrive,2026-05-25T14:28:40.627775,rubius,gaming
balttazar3,tamo,2026-05-25T14:28:40.955362,rubius,gaming
brunohk3687,XD,2026-05-25T14:28:41.486697,rubius,gaming
byalexdv,3 pantallas de carga JU,2026-05-25T14:28:42.612235,rubius,gaming
tailen__,Manda,2026-05-25T14:28:45.689798,rubius,gaming
ivaeda,@rioterblack TwitchUnity TwitchUnity TwitchUnity TwitchUnity TwitchUnity,2026-05-25T14:28:46.283990,rubius,gaming
cardenf,SeemsGood,2026-05-25T14:28:46.478866,rubius,gaming
jraphaelgs,o7,2026-05-25T14:28:46.780409,rubius,gaming
drixtsyx,o7,2026-05-25T14:28:47.060840,rubius,gaming
lala_notz,JU,2026-05-25T14:28:47.971256,rubius,gaming
zacrkiel_lyr12,o7,2026-05-25T14:28:48.395712,rubius,gaming
andrea_tomatito,@RioterBlack agahi,2026-05-25T14:28:48.593955,rubius,gaming
aleex0,o7,2026-05-25T14:28:48.593955,rubius,gaming
raymundogamer123,o7,2026-05-25T14:28:48.800459,rubius,gaming
razor_jk,o7,2026-05-25T14:28:49.006490,rubius,gaming
jraphaelgs,-1 o7,2026-05-25T14:28:49.778694,rubius,gaming
vrizia,o7,2026-05-25T14:28:51.540739,rubius,gaming
mad_season1,o7,2026-05-25T14:28:51.735096,rubius,gaming
komekaramel,F,2026-05-25T14:28:51.966556,rubius,gaming
ivaeda,@sheispelodepollo rubbH,2026-05-25T14:28:52.168574,rubius,gaming
trymindx,hater de la noche reallybuh,2026-05-25T14:28:52.382893,rubius,gaming
cabri29,me peto a mi F,2026-05-25T14:28:54.331621,rubius,gaming
alexx0703_,o7,2026-05-25T14:28:54.782658,rubius,gaming
benhurislost_7,F,2026-05-25T14:28:55.541694,rubius,gaming
tetillacanosa2,Esperenlo ReallyMad,2026-05-25T14:28:55.771268,rubius,gaming
marcod23_,dasi,2026-05-25T14:28:55.977022,rubius,gaming
nispec,Madri,2026-05-25T14:28:56.977328,rubius,gaming
mrerickspacecat,madri,2026-05-25T14:28:58.868840,rubius,gaming
trymindx,GoslingDrive,2026-05-25T14:28:59.201073,rubius,gaming
davilamafia,rubbDrive rubbDrive rubbDrive,2026-05-25T14:28:59.472785,rubius,gaming
ikeervaporeon44,JU,2026-05-25T14:28:59.909430,rubius,gaming
rubensptt9,CatDriving,2026-05-25T14:29:00.550863,rubius,gaming
andrea_tomatito,uiiii,2026-05-25T14:29:00.819904,rubius,gaming
grossiman22,Empieza solo,2026-05-25T14:29:01.700470,rubius,gaming
dulcevannez,prediccioooon,2026-05-25T14:29:02.520708,rubius,gaming
sheispelodepollo,@ivaeda <3 ola,2026-05-25T14:29:03.598520,rubius,gaming
tailen__,nose,2026-05-25T14:29:05.114305,rubius,gaming
lala_notz,LES GO,2026-05-25T14:29:05.824904,rubius,gaming
jraphaelgs,Pognt,2026-05-25T14:29:06.768740,rubius,gaming
trufadv,Pognt,2026-05-25T14:29:06.976558,rubius,gaming
ivaeda,@nispec rubbH,2026-05-25T14:29:07.624122,rubius,gaming
andrea_tomatito,ponia con choque,2026-05-25T14:29:09.213117,rubius,gaming
bellowb,Pognt,2026-05-25T14:29:10.107920,rubius,gaming
romica33,sl principio,2026-05-25T14:29:10.309078,rubius,gaming
ikeervaporeon44,nose,2026-05-25T14:29:11.076039,rubius,gaming
rubensptt9,Pognt,2026-05-25T14:29:14.052308,rubius,gaming
trymindx,XD,2026-05-25T14:29:14.467711,rubius,gaming
bellowb,Pognt Pognt asco,2026-05-25T14:29:15.983894,rubius,gaming
rainimeow,Pognt,2026-05-25T14:29:18.079870,rubius,gaming
trymindx,GoslingDrive,2026-05-25T14:29:18.621639,rubius,gaming
ecosyx,cutronico,2026-05-25T14:29:18.827585,rubius,gaming
dulcevannez,en efecto es el conductor 🚬,2026-05-25T14:29:22.001994,rubius,gaming
jonuto7777,alguien sabe donde encuentro el link de dc de rubiu?  todos los q veo andan caducados,2026-05-25T14:29:22.208553,rubius,gaming
rioterblack,@ivaeda bubzWag bubzWag bubzWag,2026-05-25T14:29:23.031169,rubius,gaming
ryuuct,Pognt,2026-05-25T14:29:24.359988,rubius,gaming
razor_jk,aólo al principio,2026-05-25T14:29:25.930395,rubius,gaming
mrerickspacecat,yonose,2026-05-25T14:29:26.255306,rubius,gaming
manytostao,llegaste 2do,2026-05-25T14:29:27.053797,rubius,gaming
andrea_tomatito,sis,2026-05-25T14:29:28.075373,rubius,gaming
razor_jk,sólo*,2026-05-25T14:29:30.287451,rubius,gaming
grossiman22,"Es asi siempre, debes de cambiar que si hay choques",2026-05-25T14:29:31.034309,rubius,gaming
rubensptt9,CatDriving,2026-05-25T14:29:31.957176,rubius,gaming
r4mosb,CatDriving,2026-05-25T14:29:32.295896,rubius,gaming
alewizq,Kreygasm wave,2026-05-25T14:29:32.655845,rubius,gaming
tailen__,Sigues xf,2026-05-25T14:29:33.711135,rubius,gaming
s_zix,tuh,2026-05-25T14:29:37.656561,rubius,gaming
andrea_tomatito,uh,2026-05-25T14:29:37.965875,rubius,gaming
trymindx,YEP,2026-05-25T14:29:38.575531,rubius,gaming
tailen__,Que ajjaja,2026-05-25T14:29:38.783807,rubius,gaming
rainimeow,CatDriving,2026-05-25T14:29:41.136250,rubius,gaming
blue_fer,todavía anda aqui,2026-05-25T14:29:41.331176,rubius,gaming
manytostao,llegaste 2do @Rubius,2026-05-25T14:29:42.660006,rubius,gaming
carrasvalencia,rubbGasm rubbKEKW,2026-05-25T14:29:42.861792,rubius,gaming
vescrich,conectarás el volante hoy? mmm,2026-05-25T14:29:43.694849,rubius,gaming
ivaeda,@RioterBlack rubbKEKW rubbSoCute,2026-05-25T14:29:44.517346,rubius,gaming
o7tter,!dc,2026-05-25T14:29:46.222902,rubius,gaming
nispec,@ivaeda como estás reina. rubbHug sup vro Cute,2026-05-25T14:29:49.833088,rubius,gaming
nicole__sandeoki,Clueless,2026-05-25T14:29:50.458710,rubius,gaming
trufadv,juega con volante para darles ventaja Clueless,2026-05-25T14:29:52.281077,rubius,gaming
trymindx,Listening WideRaveTime,2026-05-25T14:29:53.423440,rubius,gaming
o7tter,!discord,2026-05-25T14:29:53.858582,rubius,gaming
fossabot,"Okayge 👉 Únete al server de DISCORD de Rubius aquí, durante un tiempo exclusivamente solo para suscriptores de twitch dosework -> https://dis.gd/rubius-smb",2026-05-25T14:29:54.066561,rubius,gaming
felyx2413,@jonuto7777 poniendo !discord creo,2026-05-25T14:29:54.829770,rubius,gaming
balttazar3,esta roto ese auto,2026-05-25T14:29:58.848735,rubius,gaming
trymindx,dansi,2026-05-25T14:30:00.848826,rubius,gaming
razor_jk,LO,2026-05-25T14:30:02.652869,rubius,gaming
jonuto7777,mucha gracia,2026-05-25T14:30:04.754892,rubius,gaming
trufadv,eres muy bueno juega con volante para darles ventaja Clueless Clap,2026-05-25T14:30:04.991843,rubius,gaming
manytostao,llegaste 2do @Rubius JU,2026-05-25T14:30:09.706314,rubius,gaming
trymindx,WalterVibe,2026-05-25T14:30:10.423816,rubius,gaming
razor_jk,mhm,2026-05-25T14:30:10.618420,rubius,gaming
leonsus,mhm,2026-05-25T14:30:10.858524,rubius,gaming
mewhenxdd,Pognt,2026-05-25T14:30:12.368444,rubius,gaming
ruben_zelot12,rubbTuerk rubbTuerk rubbTuerk rubbTuerk,2026-05-25T14:30:12.748536,rubius,gaming
rubensptt9,wideSpeedNod,2026-05-25T14:30:13.424865,rubius,gaming
carrasvalencia,rubbDrive,2026-05-25T14:30:13.623239,rubius,gaming
drixtsyx,mhm,2026-05-25T14:30:13.822044,rubius,gaming
vescrich,quitarás las ayudas del trazado?,2026-05-25T14:30:14.722893,rubius,gaming
andrea_tomatito,settings sii,2026-05-25T14:30:15.337590,rubius,gaming
davilamafia,el trampas rubbPog,2026-05-25T14:30:18.921013,rubius,gaming
s_zix,elrubius,2026-05-25T14:30:19.118635,rubius,gaming
lala_notz,sisis,2026-05-25T14:30:21.296319,rubius,gaming
trymindx,WalterVibe,2026-05-25T14:30:21.499659,rubius,gaming
merussmeru,Los time attack son los más superiores,2026-05-25T14:30:21.704389,rubius,gaming
nicole__sandeoki,mhm,2026-05-25T14:30:25.374142,rubius,gaming
marcod23_,XD,2026-05-25T14:30:26.915185,rubius,gaming
dulcevannez,en efecto es el conductor 🚬,2026-05-25T14:30:28.034728,rubius,gaming
rubensptt9,Clueless,2026-05-25T14:30:29.980738,rubius,gaming
trymindx,yaya,2026-05-25T14:30:30.503647,rubius,gaming
andrea_tomatito,yaya,2026-05-25T14:30:30.696248,rubius,gaming
jraphaelgs,Clueless,2026-05-25T14:30:31.070849,rubius,gaming
razor_jk,@TrufaDV no termina LO,2026-05-25T14:30:31.273042,rubius,gaming
mrerickspacecat,Clueless,2026-05-25T14:30:31.273042,rubius,gaming
boomk4y_miaw,yaya,2026-05-25T14:30:32.233216,rubius,gaming
aleex0,XD,2026-05-25T14:30:32.438403,rubius,gaming
nicole__sandeoki,yaya,2026-05-25T14:30:33.257109,rubius,gaming
drixtsyx,yayaç,2026-05-25T14:30:35.310630,rubius,gaming
rubensptt9,Clueless Clap,2026-05-25T14:30:35.515991,rubius,gaming
midsinquirk,Clueless,2026-05-25T14:30:36.637111,rubius,gaming
mariane_02,yaya,2026-05-25T14:30:36.891387,rubius,gaming
olgserk,Clueless sure,2026-05-25T14:30:37.091956,rubius,gaming
drixtsyx,yaya,2026-05-25T14:30:37.735231,rubius,gaming
o7tter,@vescrich Las necesita por viejo.,2026-05-25T14:30:38.389245,rubius,gaming
tokyoo0a,mhm\,2026-05-25T14:30:39.840853,rubius,gaming
trymindx,WalterVibe,2026-05-25T14:30:40.423783,rubius,gaming
anthony55p,yaya,2026-05-25T14:30:40.625712,rubius,gaming
papasfritas_ahhh1,CREAAA UNA EN CARRETERAAAA SIN TRAFICO,2026-05-25T14:30:40.625712,rubius,gaming
stelle_uny,yaya,2026-05-25T14:30:41.653948,rubius,gaming
trymindx,XD,2026-05-25T14:30:42.165899,rubius,gaming
mrerickspacecat,JU,2026-05-25T14:30:43.215722,rubius,gaming
deeathbaat,rubbDrive rubbDrive rubbDrive rubbDrive rubbDrive rubbDrive,2026-05-25T14:30:43.541539,rubius,gaming
hernandezmario_,Ese corro como tu ok,2026-05-25T14:30:48.718583,rubius,gaming
drixtsyx,es el Steve JU,2026-05-25T14:30:48.923669,rubius,gaming
1nao_,xdd,2026-05-25T14:30:48.923669,rubius,gaming
salmon_vers,rubbComo,2026-05-25T14:30:49.640634,rubius,gaming
trymindx,WalterVibe,2026-05-25T14:30:49.848775,rubius,gaming
leonsus,CatDriving,2026-05-25T14:30:50.048460,rubius,gaming
deastrok_,yaya,2026-05-25T14:30:50.306320,rubius,gaming
hlewhatmeou,ok,2026-05-25T14:30:50.936308,rubius,gaming
hernandezmario_,JU,2026-05-25T14:30:51.689641,rubius,gaming
vescrich,@O7tter no tiene los mismos reflejos JU,2026-05-25T14:30:51.881496,rubius,gaming
rubensptt9,Clueless,2026-05-25T14:30:52.082034,rubius,gaming
benhurislost_7,rubbDrive rubbDrive rubbDrive,2026-05-25T14:30:52.287244,rubius,gaming
nicole__sandeoki,Clueless,2026-05-25T14:30:54.144221,rubius,gaming
ivan062503,rubbFuma,2026-05-25T14:30:54.586032,rubius,gaming
razor_jk,Clueless,2026-05-25T14:30:54.786635,rubius,gaming
mozi1605,rubbDrive rubbDrive,2026-05-25T14:30:54.786635,rubius,gaming
trymindx,WalterVibe,2026-05-25T14:30:56.808487,rubius,gaming
rubensptt9,Clueless ddeja de trolear,2026-05-25T14:30:58.659397,rubius,gaming
lala_notz,rubbComo,2026-05-25T14:31:00.613729,rubius,gaming
flpmme,Solo hay 4 personas lel,2026-05-25T14:31:00.861655,rubius,gaming
marcod23_,kek vp,2026-05-25T14:31:01.055554,rubius,gaming
lucky_0626,rubbKhe,2026-05-25T14:31:02.299478,rubius,gaming
cybervirusmad97,rubbDrive rubbDrive,2026-05-25T14:31:02.890562,rubius,gaming
jraphaelgs,LO,2026-05-25T14:31:04.590350,rubius,gaming
raymundogamer123,Pfft,2026-05-25T14:31:10.164343,rubius,gaming
razor_jk,ahora si dejo de trolear Clueless,2026-05-25T14:31:13.400671,rubius,gaming
exexsymphony,Kappa,2026-05-25T14:31:18.484163,rubius,gaming
ez_hikki,Chevere tu drif,2026-05-25T14:31:18.980524,rubius,gaming
o7tter,@vescrich rubbNotStnks,2026-05-25T14:31:19.332642,rubius,gaming
ezequiel_py2,rubbDrive,2026-05-25T14:31:22.160574,rubius,gaming
trufadv,classic,2026-05-25T14:31:22.489528,rubius,gaming
trymindx,WalterVibe,2026-05-25T14:31:22.797735,rubius,gaming
carrasvalencia,rubbDrive,2026-05-25T14:31:25.018614,rubius,gaming
raymundogamer123,Ya te dejaron todos atrás rey Porvalo,2026-05-25T14:31:30.108565,rubius,gaming
dulcevannez,están más divertidas los carritos de un ojo,2026-05-25T14:31:30.335135,rubius,gaming
jraphaelgs,catRAVE,2026-05-25T14:31:30.544739,rubius,gaming
janinirz,rubbDrive,2026-05-25T14:31:33.522285,rubius,gaming
pollito_tj14,monke,2026-05-25T14:31:35.715063,rubius,gaming
rubensptt9,POPI,2026-05-25T14:31:36.639640,rubius,gaming
kenshirovalkyrie,MONKE,2026-05-25T14:31:38.448852,rubius,gaming
measalt4ronenlacalle,rubbDrive,2026-05-25T14:31:40.174410,rubius,gaming
lala_notz,vas a usar el volante rub???? TwitchConHYPE,2026-05-25T14:31:40.775290,rubius,gaming
rainimeow,POPI,2026-05-25T14:31:40.775290,rubius,gaming
romica33,ok,2026-05-25T14:31:42.071766,rubius,gaming
hernandezmario_,Y eso que estas nerfeado JU,2026-05-25T14:31:42.696707,rubius,gaming
leonsus,ok,2026-05-25T14:31:42.697709,rubius,gaming
ryuuct,okak,2026-05-25T14:31:42.697709,rubius,gaming
benj4ql,rubbDrive rubbDrive rubbDrive,2026-05-25T14:31:43.387266,rubius,gaming
ezequiel_py2,rubbDrive .,2026-05-25T14:31:44.044763,rubius,gaming
hlewhatmeou,POPI,2026-05-25T14:31:44.742382,rubius,gaming
rubensptt9,Clueless,2026-05-25T14:31:44.742382,rubius,gaming
jraphaelgs,ok,2026-05-25T14:31:45.287279,rubius,gaming
grossiman22,POPI hazlo,2026-05-25T14:31:45.778473,rubius,gaming
s_zix,MarioKarted,2026-05-25T14:31:46.958587,rubius,gaming
lucky_0626,rubbDrive rubbDrive,2026-05-25T14:31:47.443424,rubius,gaming
romica33,okok,2026-05-25T14:31:48.202496,rubius,gaming
ezequiel_py2,rubbDrive,2026-05-25T14:31:48.202496,rubius,gaming
benj4ql,rubbDrive,2026-05-25T14:31:49.028825,rubius,gaming
chemagomezlys,rubbDrive rubbDrive rubbDrive,2026-05-25T14:31:49.028825,rubius,gaming
trufadv,Jerry,2026-05-25T14:31:49.818406,rubius,gaming
byvicent_96,POPI,2026-05-25T14:31:50.664510,rubius,gaming
bearplay23,rubbDrive rubbDrive rubbDrive rubbDrive,2026-05-25T14:31:51.872388,rubius,gaming
benj4ql,rubbDrive rubbDrive rubbDrive rubbDrive,2026-05-25T14:31:53.508449,rubius,gaming
o7tter,@Lala_notz Dijo qe después.,2026-05-25T14:31:53.844374,rubius,gaming
hernandezmario_,Bufeado*,2026-05-25T14:31:54.372727,rubius,gaming
trymindx,WalterVibe,2026-05-25T14:31:54.620655,rubius,gaming
bennyhv,Se va a poner modo danirep y banear al que le gane,2026-05-25T14:31:55.821110,rubius,gaming
mariajesuspizarro,rubbDrive,2026-05-25T14:31:56.553144,rubius,gaming
mrcrack1337,rubbDrive rubbDrive rubbDrive rubbDrive,2026-05-25T14:31:58.032101,rubius,gaming
rainimeow,POPI SteerR,2026-05-25T14:31:59.249795,rubius,gaming
nicole__sandeoki,Ya te dejaron atras mi vida rubbDrive rubbDrive,2026-05-25T14:31:59.466384,rubius,gaming
ezequiel_py2,rubbDrive rubbDrive,2026-05-25T14:31:59.682204,rubius,gaming
enrique_perez97,ve y mira si puedes comprar el forza edition del GTR,2026-05-25T14:32:00.100453,rubius,gaming
ezequiel_py2,rubbDrive,2026-05-25T14:32:01.426181,rubius,gaming
yeyeyae,rubbDrive rubbDrive,2026-05-25T14:32:05.375922,rubius,gaming
lala_notz,@O7tter a gracias,2026-05-25T14:32:07.623454,rubius,gaming
bimbachee,aceleramos cuando hay que frenar perfecto,2026-05-25T14:32:07.928573,rubius,gaming
bimbachee,jajajajajajaj,2026-05-25T14:32:09.233420,rubius,gaming
romica33,o7,2026-05-25T14:32:09.561609,rubius,gaming
sakkoa,rubbDrive,2026-05-25T14:32:11.453308,rubius,gaming
rubensptt9,mhm,2026-05-25T14:32:12.616555,rubius,gaming
andrea_tomatito,aga vp,2026-05-25T14:32:14.530675,rubius,gaming
a1exander_3577,rubbDrive rubbDrive,2026-05-25T14:32:15.778650,rubius,gaming
benjinji_,En efecto está jugando solo mhm,2026-05-25T14:32:16.312032,rubius,gaming
fanyllu,rubbDrive,2026-05-25T14:32:17.039548,rubius,gaming
trymindx,WalterVibe,2026-05-25T14:32:17.232155,rubius,gaming
